Name,Ticker,"Sub-Sector","Market Cap","Reserves & Surplus","Cash and Equivalent","Long Term Investments","Total Debt","Total Assets","Total Deposits – Banks","Total Current Assets","Total Cash Dividend Paid","Total Current Liabilities","Total Equity","Long Term Debt","Operating Cash Flow","Total Liabilities"
Gujarat Petrosynthese Ltd,GUJPETR,"Specialty Chemicals","41.1872454","40.49","1.51","24.79","0.12","50.71",,"9.219999999999999","0","1.92","48.46","0.06999999999999999","1.18","2.25"
Williamson Magor and Co Ltd,WILLAMAGOR,"Specialized Finance","41.17400088","-138.44","0.92","48.87","574.3299999999999","524.3000000000001",,"91.48","0","77.44","-127.47999999999999","574.3299999999999","-29.08","651.78"
Bombay Talkies Ltd,BOMTALKIES,"Movies & Entertainment","41.04","-0.55","0.03","2.26","0","4.969999999999999",,"2.38","0","0.11","4.8500000000000005","0","-0.02","0.11999999999999801"
Hipolin Ltd,HIPOLIN,"Household Products","41.0356865","2.549999999999999","0.16","3.28","2.08","16.28",,"5.17","0","4.859999999999999","11.42","0","-1.61","4.859999999999999"
HCKK Ventures Ltd,HCKKVENTURE,"Real Estate","40.93985","-0.47000000000000003","3.38","0","0","4.29",,"4.29","0","0.13","4.17","0","-0.34","0.12000000000000022"
JMJ Fintech Ltd,JMJFIN,"Consumer Finance","40.734","2.23","0.05","0","10.36","27.439999999999998",,"1.45","0","1.52","15.57","10.36","-8.36","11.869999999999997"
Utique Enterprises Ltd,UTIQUE,,"40.733311876","14.07","17","15.16","1.18","72.01999999999998",,"51.83999999999999","0","1.29","69.74000000000001","0.98","-2.11","2.279999999999972"
Tyroon Tea Co Ltd,TYROON,"Packaged Foods & Meats","40.621074","30.34","20.25","1.68","5.68","57.75",,"34.88","0","11.84","37.72","0.27999999999999947","0.46","20.03"
Oasis Securities Ltd,OASISEC,"Diversified Financials","40.56125","8.79","0.31","7.78","0","12.569999999999999",,"0.77","0","0.22","12.35","0","-0.69","0.21999999999999822"
Cyber Media (India) Ltd,CYBERMEDIA,"Publishing","40.49982057","-45.019999999999996","4.4","2.69","10.399999999999999","42.88",,"34.230000000000004","0.59","29.65","4.030000000000003","8.149999999999999","-0.6","38.85"
Samyak International Ltd,SAMYAKINT,"Trading Companies & Distributors","40.4943504","23.07","1.37","28.75","3.52","90.37",,"29.28","0","19.33","67.55","3.49","10.19","22.820000000000007"
Samsrita Labs Ltd,SAMSRITA,"Life Sciences Tools & Services","40.42776738","-7.1","0","4.79","2.2","15.549999999999999",,"5.49","0","3.1900000000000004","12.26","0","-0.13","3.2899999999999987"
Global Longlife Hospital and Research Ltd,GLHRL,"Health Care Facilities","40.425","-2.1900000000000013","0.39","0.03","12.74","41.75",,"3.9399999999999995","0","12.34","25.93","3.410000000000001","-5.07","15.819999999999999"
SVS Ventures Ltd,SVS,"Real Estate Development","40.372129529","0.6999999999999993","0.11","12.02","0.47","36.25",,"21.56","0","3.2","33.05","0","-17.81","3.2"
KKV Agro Powers Limited,KKVAPOW,"Renewable Energy","40.3048125","11.02","4.609999999999999","0","12.38","47.89",,"21.08","0.59","21.38","21.240000000000002","0.27000000000000046","2.92","26.65"
Anuroop Packaging Ltd,ANUROOP,"Paper & Plastic Packaging Products & Materials","40.220836","14.56","0.31","13.49","14.629999999999999","42.93",,"15.48","0","7.949999999999999","25.72","9.030000000000001","-1.53","17.209999999999997"
Uniinfo Telecom Services Ltd,UNIINFO,"Telecom Services","40.2061312","5.629999999999999","3.22","0","6.66","42.86",,"34.18","0","9.52","32.480000000000004","0.06","1.54","10.379999999999999"
Ascensive Educare Ltd,ASCENSIVE,"Education Services","40.197541439999995","3.8","1.5","0","2.4699999999999993","21.72",,"19.86","0","7.559999999999999","12.349999999999998","1.4599999999999997","-1.1","9.370000000000001"
Hemang Resources Ltd,HEMANG,"Trading Companies & Distributors","40.194","12.22","0.09","0.4","1.86","58.64",,"48.88","0","24.360000000000003","25.42","0.8500000000000001","0.84","33.22"
Aruna Hotels Ltd,ARUNAHTEL,"Hotels, Resorts & Cruise Lines","40.1376","-23.85","0.09","0","118.78999999999999","179.82000000000002",,"2.21","0","14.700000000000003","29.559999999999995","111.72","5.09","150.26000000000005"
VERTEX Securities Ltd,VERTEX,"Investment Banking & Brokerage","40.114606438","-7.09","7.28","0.03","5.029999999999999","39.83",,"34.79","0","26.580000000000002","11.030000000000001","2.21","-15.08","28.799999999999994"
Thakral Services (India) Ltd,THAKRAL,"Electronic Equipment & Instruments","40.00488772","-12.42","0.32","0.03","7.82","4.9399999999999995",,"4.81","0","5.96","-8.9","7.82","4.15","13.84"
Five Core Electronics Ltd,FIVECORE,"Electronic Equipments","39.8828562393207","25.120000000000005","23.48","0","53.4","152.10999999999999",,"126.97","0","67.96000000000001","67.50000000000001","16.569999999999993","20.2","84.60999999999999"
Vapi Enterprise Ltd,VAPIENTER,"Paper Products","39.69723","27.669999999999998","32.83","0.01","0.47","35.419999999999995",,"33.23","0","0.61","34.29","0.47","8.89","1.1299999999999928"
Ace Integrated Solutions Ltd,ACEINTEG,"Education Services","39.4842","2.8499999999999996","2.79","0.65","0.25","20.549999999999997",,"14.629999999999999","0","1.6500000000000001","18.45","0.2","0.77","2.0999999999999965"
Duropack Ltd,DUROPACK,"Packaging","39.4255116","12.26","1.55","9.22","0","21.880000000000003",,"5.880000000000001","0","2.89","18.439999999999998","0","1.77","3.4400000000000035"
Popular Estate Management Ltd,POPULARES,"Real Estate","39.410563","28.78","0.01","0.83","7.98","51.220000000000006",,"48.980000000000004","0","0.47","42.78","7.98","-0.38","8.440000000000003"
SPA Capital Advisors Limited,SPACAPS,"Diversified Financials","39.396193375","12.92","0.2","4.47","21.73","42.18000000000001",,"2.92","0","6.65","16.24","19.29","2.35","25.940000000000012"
Mohit Industries Ltd,MOHITIND,"Textiles","39.343900925","253.11","0.17","253.46","52.4","329.84",,"55.879999999999995","0","50.72","273.15000000000003","4.830000000000001","9.06","56.68999999999994"
Arman Holdings Ltd,ARMAN,"Diversified Financials","39.2402755","-0.65","0.08","1.79","0","6.8100000000000005",,"4.7","0","0.76","6.05","0","0.06","0.7600000000000009"
UTI Nifty Bank ETF,UTIBANKETF,"Equity","39.20116296",,,,,,,,,,,,,
Goenka Diamond And Jewels Ltd,GOENKA,"Precious Metals, Jewellery & Watches","38.991","98.11000000000001","0.59","0","181.24","795.48",,"788.0600000000001","0","556.63","238.73","0","-0.55","556.75"
Orient Tradelink Ltd,ORIENTTR,"Movies & TV Serials","38.97817","0.3","0.17","0","3.3","31.049999999999997",,"2.8099999999999996","0","14.03","12.57","3.3","-0.08","18.479999999999997"
Genus Prime Infra Ltd,GENUSPRIME,"Real Estate","38.9580084","47.43","0.12","65.57","21.63","73.3",,"0.19","0","0.03","51.51","21.63","-0.01","21.789999999999996"
Challani Capital Ltd,CHALLANI,"Specialized Finance","38.805","-9.34","0.06","0.03","0","5.710000000000001",,"1.56","0","0.05","5.66","0","-0.65","0.05000000000000089"
Mukand Engineers Ltd,MUKANDENGG,"Construction & Engineering","38.660129999999995","-81.18","0.82","0","111.45","133.67",,"93.03999999999999","0","174.3","-46.120000000000005","0","-5.16","179.79"
Mirae Asset Nifty India Manufacturing ETF,MAKEINDIA,"Equity","38.618346536000004",,,,,,,,,,,,,
Megri Soft Ltd,MEGRISOFT,"IT Services & Consulting","38.567796","18.67","1.47","0.92","0","22.23",,"3.02","0","0.42","21.810000000000002","0","1.86","0.41999999999999643"
Jetking Infotrain Ltd,JETKINGQ,"Education Services","38.552345","32.949999999999996","3.57","7.82","1.4900000000000002","46.300000000000004",,"6.18","0","5.13","38.949999999999996","1.1400000000000001","-0.72","7.350000000000011"
Kallam Textiles Ltd,KALLAM,"Textiles","38.55171026","144.64","0.79","0.13","316.64","511.24",,"137.61","0","265.52","163.19","72.68999999999997","24.02","348.05"
Sugal and Damani Share Brokers Ltd,SUGALDAM,"Investment Banking & Brokerage","38.518793141","15.01","2.89","1.82","3.87","27.51",,"24.85","0","6.17","21.259999999999998","0","-6.23","6.2500000000000036"
Mirae Asset Nifty Midcap 150 ETF,MIDCAPETF,"Equity","38.500961536",,,,,,,,,,,,,
Prakash Woollen & Synthetic Mills Ltd,PWASML,"Textiles","38.453543","32.809999999999995","0.17","0","52.37","127",,"56.269999999999996","0","52.269999999999996","47.949999999999996","25.03","5.47","79.05000000000001"
Shanthala FMCG Products Ltd,SHANTHALA,"FMCG - Personal Products","38.312926080000004","0.75","1.71","0","0.18","22.950000000000003",,"8.33","0","1.01","21.76","0.18","-15.45","1.19"
Jaihind Synthetics Ltd,JAIHINDS,"Textiles","38.28748927","-0.33000000000000007","0.01","0","0.94","16.85",,"16.240000000000002","0","1.8199999999999998","15.02","0","-0.01","1.8300000000000014"
Raw Edge Industrial Solutions Ltd,RAWEDGE,"Mining - Diversified","38.2621536","3.08","0.08","0","23.18","53.97",,"28.310000000000002","0","17.63","21.89","14.309999999999999","2.64","32.08"
Hybrid Financial Services Ltd,HYBRIDFIN,,"38.178848675","15.3","18.62","22.53","0","47.89",,"20.52","0.02","3.95","32.120000000000005","0","0.79","15.769999999999996"
Tijaria Polypipes Ltd,TIJARIA,"Building Products - Pipes","38.101976649","-113.6","1.76","0","72.41000000000001","54.519999999999996",,"30.060000000000002","0","16.13","-27.069999999999993","65.47","3.88","81.58999999999999"
Accedere Ltd,ACCEDERE,"IT Consulting & Other Services","38.100573","-0.44","2.36","0.04","0.27","4.670000000000001",,"3.7300000000000004","0","0.53","4.14","0","0.22","0.5300000000000009"
DocMode Health Technologies Ltd,DHTL,"Education Services","38.02788","7.23","3.2600000000000002","1.1","9.18","26.39",,"15.5","0","10.98","10.370000000000001","4.38","4.51","16.02"
Silver Oak (India) Ltd,SILVOAK,"Alcoholic Beverages","37.920951","2.99","3.55","10.06","8.44","29.180000000000003",,"15.23","0","11.72","17.28","0.1999999999999993","-1.36","11.9"
Tarini International Ltd,TARINI,"Renewable Energy","37.668204","1.8800000000000008","1.8399999999999999","12.65","11.459999999999999","40.900000000000006",,"19.03","0","11.450000000000001","28.42","0.8299999999999995","-1.03","12.480000000000002"
Sj Corporation Ltd,SJCORP,"Apparel, Accessories & Luxury Goods","37.5975","4.21","0.73","0.9","0","8.86",,"7.09","0","0.06","8.809999999999999","0","1.7","0.05000000000000021"
Veer Energy & Infrastructure Ltd,VEERENRGY,"Renewable Electricity","37.55696685","26.909999999999997","3.57","0.23","0","69.72999999999999",,"57.66","0","4.41","64.00999999999999","0","-1.15","5.719999999999995"
Medinova Diagnostic Services Ltd,MEDINOV,"Hospitals & Diagnostic Centres","37.36127852","-13.6","1.91","0","5","5.389999999999999",,"2.61","0","3.28","-3.119999999999999","5","2.67","8.509999999999998"
Axis Nifty 50 ETF,AXISNIFTY,"Equity","37.35465305",,,,,,,,,,,,,
Hindustan Fluoro Carbons Ltd,HINFLUR,"Commodity Chemicals","37.2774882","-102.31","27.29","0","123.64","63.65",,"63.65","0","146.34","-82.7","0","-2.37","146.35"
Bombay Wire Ropes Ltd,BOMBWIR,"Iron & Steel","37.2323335","6.96","6.869999999999999","0","0.05","7.8999999999999995",,"7.02","0","0.2","7.49","0","-0.66","0.40999999999999936"
Ashiana Ispat Ltd,ASHIS,"Iron & Steel","37.1318976","22.88","1.3800000000000001","0","91.24000000000001","170.7",,"137.89","0","98.69999999999999","37.14","32.68","-1.78","133.56"
Benchmark Computer Solutions Ltd,BENCHMARK,"IT Consulting & Other Services","37.0656","10.1","20.96","1.81","5.65","42.330000000000005",,"30.880000000000003","0","13.799999999999997","25.380000000000003","2.7500000000000004","7.62","16.950000000000003"
Sai Swami Metals and Alloys Ltd,SAI,"Trading Companies & Distributors","36.9929989","2.99","0.83","0.59","5.47","20.12",,"19.080000000000002","0","12.18","7.11","0.8300000000000001","-1.81","13.01"
Padam Cotton Yarns Ltd,PADAMCO,"Textiles","36.98715","3.14","1.05","3.79","0","7.03",,"3.1100000000000003","0","0.02","7.01","0","4.73","0.02000000000000089"
California Software Company Ltd,CALSOFT,"IT Services & Consulting","36.973397552","-98.58","0.05","0","8.31","21.89",,"18.96","0","9.690000000000001","12.209999999999994","0","-1.96","9.680000000000007"
Netlink Solutions (India) Ltd,NETLINK,"IT Services & Consulting","36.926685","22.47","5.98","17.5","0","26.680000000000003",,"8.370000000000001","0","1","25","0","6.17","1.6800000000000015"
Pro Fin Capital Services Ltd,PROFINC,"Investment Banking & Brokerage","36.889218","3.85","0.53","5.21","315.64","362.44999999999993",,"11.530000000000001","0","17.8","28.86","315.64","-12.31","333.5899999999999"
Concord Drugs Ltd,CONCORD,"Pharmaceuticals","36.87","15.23","0.18","0.84","17.52","58.809999999999995",,"44.62","0","21.340000000000003","33.82","0.6500000000000002","0.79","24.989999999999995"
Virtual Global Education Ltd,VIRTUALG,"Education Services","36.858741726","6.920000000000002","0.72","0.39","2.54","78.14",,"23.66","0","4.83","61.56","1.1","-0.65","16.580000000000005"
Sanwaria Consumer Ltd,SANWARIA,"FMCG - Foods","36.805","-673.0400000000001","1.84","0.01","899.07","346.75999999999993",,"251.85999999999996","0","913.19","-586.23","8.57","1.2","932.99"
Kandarp Digi Smart Bpo Ltd,KANDARP,"Outsourced services","36.7893","3.5600000000000005","0.96","0","4.82","25.61",,"14.370000000000001","0","6.97","17.93","0.6500000000000001","-1.39","7.679999999999998"
Invigorated Business Consulting Ltd,INVIGO,,"36.7885","-245.85999999999999","3.22","0","9.63","4.12",,"3.43","0","24.73","-179.25","0","0.81","183.37"
Nippon India Nifty Auto ETF,AUTOBEES,"Equity","36.765885389",,,,,,,,,,,,,
MRC Agrotech Ltd,MRCAGRO,"Commodities Trading","36.7543956","1.82","0.89","0.14","1.6","22.44",,"22.3","0","8.77","13.67","0","0.41","8.770000000000001"
Onesource Ideas Venture Ltd,OIVL,"Investment Banking & Brokerage","36.62325","-1.89","0.03","0","0.6","3.58",,"2.2800000000000002","0","0.69","2.9000000000000004","0","-0.47","0.6799999999999997"
Zenith Fibres Ltd,ZENIFIB,"Textiles","36.597637944","51.06","18.32","1.64","0.16","59.55",,"39.06","0.59","2.4100000000000006","55","0.01999999999999999","0.99","4.550000000000001"
Kapil Cotex Ltd,KAPILCO,"Textiles","36.586075","1.9000000000000001","0.02","4.04","0","4.06",,"0.02","0","0.009999999999999898","3.49","0","-0.35","0.5699999999999991"
PlatinumOne Business Services Ltd,POBS,"Data Processing & Outsourced Services","36.55344","10.540000000000001","4.33","3.79","0","18.15",,"10.68","0.47","2.65","14.98","0","1.66","3.17"
Polymechplast Machines Ltd,POLYCHMP,"Industrial Machinery & Supplies & Components","36.53435262","15.620000000000001","3.16","0.61","1.05","41.349999999999994",,"18.25","0.56","15.98","25.36","0","3.48","15.989999999999991"
Sadhna Broadcast Ltd,SADHNA,"TV Channels & Broadcasters","36.496616519999996","4.67","0.55","8.4","2.49","25.509999999999998",,"11.09","0","8.03","15.02","2.45","0.66","10.489999999999998"
SP Refractories Ltd,SPRL,"Cement","36.487905","6.330000000000001","0.01","0.01","4.68","17.15",,"9.91","0","4.47","10.5","2.09","1.59","6.6499999999999995"
National General Industries Ltd,NATGENI,"Iron & Steel","36.444406810000004","28.439999999999998","8.530000000000001","11.88","1.41","38.330000000000005",,"11.340000000000002","0","1.85","34.54","0.32999999999999996","1.51","3.7900000000000054"
Sabar Flex India Ltd,SABAR,"Packaging","36.39793677","6.14","0.28","0","25.58","53.769999999999996",,"40.36","0","22.770000000000003","21.62","8.56","1.3","32.14999999999999"
DECO MICA Ltd,DECOMIC,"Building Products - Laminates","36.372","20.8","1.12","0","20.95","69.93",,"57.400000000000006","0","42.03","25","1.1199999999999994","0.73","44.93000000000001"
Informed Technologies India Ltd,INFORTEC,"Data Processing & Outsourced Services","36.3337065","15.19","9.73","5.74","0.14","20.6",,"10.55","0","0.44","19.36","0.08000000000000002","-1.34","1.2400000000000015"
Hiliks Technologies Ltd,HILIKS,,"36.258","0.7999999999999999","0.2","1.5","0.02","9.760000000000002",,"4.82","0","2","7.72","0.02","-0.95","2.0400000000000014"
Valson Industries Ltd,VALSONQ,"Textiles","36.1130112","17.64","1.32","0","17.020000000000003","55.14",,"25.64","0","17.35","26.91","7.710000000000001","3.35","28.229999999999997"
Tejassvi Aaharam Ltd,TEJASSVI,,"36.099","-12.28","0","0","1.31","0.02",,"0.02","0","1.4100000000000001","-1.3999999999999986","0","-0.39","1.4199999999999986"
Manbro Industries Ltd,MANBRO,"Distributors","36.0756","-0.35","0.05","0","0","2.9499999999999997",,"2.9499999999999997","0","2.8","0.15000000000000002","0","0.05","2.8"
Gabriel Pet Straps Ltd,GPSL,"Paper & Plastic Packaging Products & Materials","35.997024","0.16999999999999998","0.35","0","6.31","10.66",,"8.49","0","5.830000000000001","2.0300000000000002","2.8099999999999996","0.08","8.629999999999999"
Infomedia Press Ltd,INFOMEDIA,"Publishing","35.989221324","-106.14","0.59","0","36.81","9.600000000000001",,"0.73","0","0.88","-54.49","36.81","-0.92","64.09"
Antarctica Ltd,ANTGRAPHIC,"Packaging","35.9622272","1.22","0.41","0","3.05","20.059999999999995",,"9.959999999999999","0","0.3","16.72","3.05","-0.03","3.3399999999999945"
Polysil Irrigation Systems Ltd,POLYSIL,"Water Management","35.89454985","5.46","0.89","0","15.469999999999999","55.31999999999999",,"45.589999999999996","0","34.67","15.36","1.7000000000000004","2","39.959999999999994"
Greencrest Financial Services Ltd,GREENCREST,"Diversified Financials","35.819784","9.080000000000002","0.43","1.25","32.34","92.08000000000001",,"21.23","0","6","53.739999999999995","32.34","4.11","38.34000000000002"
Sumeet Industries Ltd,SUMEETINDS,"Textiles","35.652981816","-287.39","4.63","0.04","459.13","454.8699999999999",,"254.65999999999997","0","492.73","-86.34","11.23999999999998","72.96","541.2099999999999"
Sri Havisha Hospitality and Infrastructure Ltd,HAVISHA,"Oil & Gas - Storage & Transportation","35.6203056","-33.29","1.67","0.24","38.71","75.93",,"6.5","0","9.26","29.78","33.62","4.31","46.15000000000001"
Global Capital Markets Ltd,GLOBALCA,"Diversified Financials","35.448344","6.07","3.25","4.69","0.12","51.84",,"18.05","0","5.83","45.9","0.12","-2.32","5.940000000000002"
Pentokey Organy (India) Ltd,PNTKYOR,"Commodities Trading","35.352537044","2.99","5.48","0.04","0","9.51",,"9.01","0","0.24","9.26","0","0.55","0.24999999999999978"
DSP NIFTY 1D Rate Liquid ETF,LIQUIDETF,"Debt","35.335546641",,,,,,,,,,,,,
COSYN Ltd,COSYN,"IT Services & Consulting","35.3325","12.410000000000002","2.53","0.08","1.79","35.31999999999999",,"22.57","0","7.87","27.32","0.08000000000000003","-1.7","7.999999999999991"
S P Capital Financing Ltd,SPCAPIT,"Diversified Financials","35.321675","13.79","0.63","34.59","14.26","37.08000000000001",,"0.95","0.45","0.32","22.5","14.26","10.4","14.580000000000014"
Shaival Reality Ltd,SHAIVAL,"Real Estate","35.3007","-4.24","0.24","3.1","0.04","13.68",,"1.2999999999999998","0","0.2","13.250000000000002","0.04","1.7","0.4299999999999983"
Piotex Industries Ltd,PIOTEX,"Textiles","35.21484","5.82","0.06","0","4.46","36.120000000000005",,"35.59","0","23.26","9.38","3.46","-2.44","26.740000000000006"
A G Universal Ltd,AGUL,"Iron & Steel","35.20728","3.9799999999999995","0.07","2.61","15.47","48.16",,"29.669999999999998","0","18.119999999999997","17.42","12.52","-2.36","30.739999999999995"
Purshottam Investofin Ltd,PURSHOTTAM,,"35.1377514","9.159999999999997","1.06","0.1","44.910000000000004","87.33",,"18.19","0","3.31","39.11","44.910000000000004","11.06","48.21999999999999"
Maks Energy Solutions India Ltd,MAKS,"Electrical Components & Equipments","35.05536345","3.29","2.47","0","15.48","33.69",,"32.53","0","17.310000000000002","16.34","0","0.3","17.349999999999998"
Viji Finance Ltd,VIJIFIN,"Specialized Finance","35.055","3.93","0.19","0.05","12.06","25.36",,"0.33","0","1.13","12.18","12.06","-2.84","13.18"
Natural Biocon (India) Ltd,NATURAL,,"35.0388252","1.01","0.19","0","0.07","16.770000000000003",,"5.4","0","4.390000000000001","12.379999999999999","0","-0.12","4.390000000000004"
Consecutive Investments & Trading Co Ltd,CITL,"Investment Banking & Brokerage","34.97676","2.1500000000000004","0.02","0","0","15.169999999999998",,"0.04","0","0.02","15.16","0","0.15","0.009999999999998437"
Laffans Petrochemicals Ltd,LAFFANSQ,"Trading Companies & Distributors","34.944","53.62","0.01","50.2","0.38","65.61",,"3.38","0","2.6199999999999997","61.62","0.27","-1.79","3.989999999999995"
Aspira Pathlab & Diagnostics Ltd,ASPIRA,"Hospitals & Diagnostic Centres","34.89327","-14.11","1.38","0","1.7","14.71",,"4.3500000000000005","0","2.0700000000000003","11.219999999999999","1","1.05","3.490000000000002"
Epuja Spiritech Ltd,EPUJA,"Movies & Entertainment","34.837024766000006","1.5","1.69","0.04","1.51","18.79",,"14.1","0","0.59","16.69","1.51","-6.17","2.0999999999999965"
Blue Chip Tex Industries Ltd,BLUECHIPT,"Textiles","34.818735","25.44","0.46","0.42","4.43","41.64",,"21.64","0.41","10.04","27.76","2.08","3.91","13.879999999999997"
Bhaskar Agro Chemicals Ltd,BHASKAGR,,"34.80034844","7.1","0.09","0","15","49.980000000000004",,"31.16","0","26.999999999999993","16.5","3.5","3.92","33.480000000000004"
Comfort Commotrade Ltd,COMCL,"Commodities Trading","34.7694","36.2","5.35","0","7.23","63.160000000000004",,"58.88","0","11.870000000000001","46.440000000000005","0","7.46","16.72"
